player,level,world,pos,tries,stars,restarts,coins,springs,ramps,chests,canBuyRamps,canBuySprings,canBuyCosmetic,offerContinue,offerDouble,offerSpring,offerStuck,offerWheel,adsWatched,flag
typical,91,5,11,6,1,1,4657,3,6,5,162,107,yes,1,1,0,0,0,0,HOARD
typical,92,5,12,5,1,1,4683,3,6,5,163,108,yes,1,1,0,0,0,0,HOARD
typical,93,5,13,3,2,0,4732,3,5,5,164,108,yes,0,1,0,0,0,0,HOARD
typical,94,5,14,5,1,0,4758,3,5,5,164,110,yes,1,1,0,0,0,1,HOARD
typical,95,5,15,3,2,0,4892,3,4,5,170,113,yes,0,1,0,0,0,0,HOARD
typical,96,5,16,4,1,1,5059,3,4,5,176,117,yes,1,1,0,0,1,1,HOARD
typical,97,5,17,6,1,1,5111,2,4,5,177,118,yes,1,1,0,0,0,1,HOARD
typical,98,5,18,3,2,0,5145,1,3,5,178,118,yes,0,1,0,0,0,0,HOARD
typical,99,5,19,5,1,0,5197,0,3,5,180,120,yes,0,1,0,0,0,1,HOARD
typical,100,5,20,5,1,0,5189,0,3,5,180,120,yes,0,1,1,0,0,1,HOARD
typical,101,6,1,5,1,1,5321,0,3,5,186,122,yes,1,1,0,0,0,1,HOARD
typical,102,6,2,4,1,0,5427,0,3,5,188,126,yes,1,1,0,0,0,1,HOARD
typical,103,6,3,3,2,0,5461,0,3,5,190,127,yes,0,1,0,0,0,0,HOARD
typical,104,6,4,5,1,0,5593,0,4,5,194,130,yes,1,1,0,0,1,3,HOARD
typical,105,6,5,4,1,1,5619,0,5,5,196,130,yes,1,1,0,0,0,0,HOARD
typical,106,6,6,5,1,1,5896,0,6,6,205,136,yes,1,1,0,0,0,1,HOARD
typical,107,6,7,4,1,1,5948,0,6,6,206,138,yes,1,1,0,0,0,1,HOARD
typical,108,6,8,5,1,0,6035,0,6,6,210,140,yes,1,1,0,0,0,2,HOARD
typical,109,6,9,5,1,1,6087,0,6,6,212,141,yes,1,1,0,0,0,1,HOARD
typical,110,6,10,6,1,0,6139,0,6,6,214,142,yes,1,1,0,0,0,2,HOARD
typical,111,6,1,2,2,0,6207,0,5,6,216,144,yes,0,1,0,0,0,1,HOARD
typical,112,6,2,3,2,0,6261,0,5,6,218,145,yes,0,1,0,0,1,0,HOARD
typical,113,6,3,4,1,1,6287,0,5,6,219,145,yes,1,1,0,0,0,0,HOARD
typical,114,6,4,4,1,0,6354,0,5,6,220,146,yes,1,1,0,0,0,2,HOARD
typical,115,6,5,5,1,1,6406,0,5,6,224,148,yes,1,1,0,0,0,1,HOARD
typical,116,6,6,5,1,1,6458,0,5,6,225,149,yes,1,1,0,0,0,1,HOARD
typical,117,6,7,4,1,0,6545,0,5,6,228,152,yes,1,1,0,0,0,2,HOARD
typical,118,6,8,5,1,0,6771,0,5,6,236,156,yes,1,1,0,0,0,1,HOARD
typical,119,6,9,6,1,0,6838,0,5,6,238,158,yes,1,1,0,0,0,2,HOARD
typical,120,6,10,6,1,1,6884,0,6,6,240,159,yes,1,1,0,0,1,0,HOARD
typical,121,7,1,5,1,0,6971,0,6,6,243,162,yes,1,1,0,0,0,2,HOARD
typical,122,7,2,2,2,0,7005,0,6,6,244,162,yes,0,1,0,0,0,0,HOARD
typical,123,7,3,4,1,1,7031,1,6,6,244,163,yes,1,1,0,0,0,0,HOARD
typical,124,7,4,4,1,0,7057,2,5,6,246,163,yes,1,1,0,0,0,1,HOARD
typical,125,7,5,5,1,1,7083,2,5,6,247,164,yes,1,1,0,0,0,0,HOARD
typical,126,7,6,5,1,1,7109,2,5,6,247,164,yes,1,1,0,0,0,0,HOARD
typical,127,7,7,6,1,0,7335,2,5,6,256,170,yes,1,1,0,0,0,1,HOARD
typical,128,7,8,5,1,1,7381,3,5,6,257,172,yes,1,1,0,0,1,0,HOARD
typical,129,7,9,5,1,1,7422,3,5,6,258,172,yes,1,1,0,0,0,0,HOARD
typical,130,7,10,3,2,0,7490,3,4,6,261,173,yes,0,1,0,0,0,1,HOARD
typical,131,7,1,2,2,0,7843,4,3,7,274,182,yes,0,1,0,0,0,1,HOARD
typical,132,7,2,5,1,0,7895,4,3,7,275,183,yes,1,1,0,0,0,2,HOARD
typical,133,7,3,3,2,0,7929,4,2,7,276,184,yes,0,1,0,0,0,0,HOARD
typical,134,7,4,6,1,1,8061,4,2,7,281,187,yes,1,1,0,0,0,1,HOARD
typical,135,7,5,3,2,0,8110,4,1,7,282,188,yes,0,1,0,0,0,0,HOARD
typical,136,7,6,6,1,1,8156,4,2,7,284,188,yes,1,1,0,0,1,1,HOARD
typical,137,7,7,6,1,0,8182,4,2,7,285,190,yes,1,1,0,0,0,1,HOARD
typical,138,7,8,5,1,1,8208,4,2,7,286,190,yes,1,1,0,0,0,0,HOARD
typical,139,7,9,6,1,1,8275,4,2,7,288,191,yes,1,1,0,0,0,1,HOARD
typical,140,7,10,5,1,0,8301,4,3,7,289,192,yes,1,1,0,0,0,1,HOARD
typical,141,8,1,3,2,0,8384,4,2,7,292,194,yes,0,1,0,0,0,1,HOARD
typical,142,8,2,6,1,0,8410,4,2,7,294,196,yes,1,1,0,0,0,1,HOARD
typical,143,8,3,6,1,1,8462,4,2,7,295,197,yes,1,1,0,0,0,1,HOARD
typical,144,8,4,6,1,0,8608,4,3,7,300,200,yes,1,1,0,0,1,2,HOARD
typical,145,8,5,6,1,0,8634,4,3,7,300,200,yes,1,1,0,0,0,1,HOARD
typical,146,8,6,6,1,0,8740,4,3,7,304,202,yes,1,1,0,0,0,1,HOARD
typical,147,8,7,7,1,2,8807,4,3,7,308,204,yes,2,1,0,1,0,1,HOARD
typical,148,8,8,6,1,0,8833,4,3,7,308,205,yes,1,1,0,0,0,1,HOARD
typical,149,8,9,4,1,0,8859,4,2,7,309,205,yes,1,1,0,0,0,1,HOARD
typical,150,8,10,5,1,1,8920,4,1,7,312,206,yes,1,1,0,0,0,0,HOARD
struggling,1,1,1,4,1,0,120,0,0,0,4,2,no,1,1,0,0,0,2,
struggling,2,1,2,3,2,0,148,0,0,0,4,2,no,0,1,0,0,0,1,
struggling,3,1,3,2,2,0,211,0,0,0,6,4,yes,0,1,0,0,0,1,
struggling,4,1,4,4,1,0,256,0,0,0,8,5,yes,1,1,0,0,0,1,
struggling,5,1,5,2,2,0,284,0,0,0,9,5,yes,0,1,0,0,0,1,
struggling,6,1,6,2,2,0,272,0,0,0,8,5,yes,0,1,0,0,0,1,
struggling,7,1,7,3,2,0,300,0,0,0,9,6,yes,0,1,0,0,0,1,
struggling,8,1,8,3,2,0,369,0,0,0,12,8,yes,0,1,0,0,1,0,
struggling,9,1,9,3,2,0,343,0,0,0,10,6,yes,0,1,0,0,0,0,
struggling,10,1,10,5,1,0,363,2,0,0,12,8,yes,1,1,0,0,0,2,
struggling,11,1,11,3,2,0,377,2,0,0,12,8,yes,0,1,0,0,0,0,
struggling,12,1,12,5,1,0,387,2,0,0,12,8,yes,1,1,0,0,0,1,
struggling,13,1,13,2,2,0,375,2,0,0,12,8,yes,0,1,0,0,0,1,
struggling,14,1,14,4,1,0,355,2,0,0,10,6,yes,1,1,0,0,0,2,
struggling,15,1,15,3,2,0,369,2,0,0,12,8,yes,0,1,0,0,0,0,
struggling,16,1,16,4,1,0,369,3,1,0,12,8,yes,1,1,0,0,1,3,
struggling,17,1,17,3,2,0,412,2,1,0,14,8,yes,0,1,0,0,0,1,
struggling,18,1,18,6,1,0,432,1,0,0,14,9,yes,1,1,0,0,0,2,
struggling,19,1,19,4,1,0,502,1,0,1,16,10,yes,0,1,0,0,0,0,
struggling,20,1,20,2,2,0,505,0,1,1,16,10,yes,0,1,0,0,0,1,
struggling,21,2,1,2,2,0,524,0,0,1,18,10,yes,0,1,0,0,0,0,
struggling,22,2,2,4,1,1,552,0,0,1,18,12,yes,1,1,0,0,0,1,
struggling,23,2,3,5,1,0,580,0,0,1,19,12,yes,1,1,0,0,0,2,
struggling,24,2,4,2,2,0,678,0,1,1,22,15,yes,0,1,0,0,1,2,
struggling,25,2,5,3,2,0,716,0,0,1,23,15,yes,0,1,0,0,0,1,
struggling,26,2,6,3,2,0,695,1,0,1,23,15,yes,0,1,0,0,0,0,
struggling,27,2,7,3,2,0,708,1,0,1,23,15,yes,0,1,0,0,0,1,
struggling,28,2,8,6,1,1,742,1,0,1,24,16,yes,1,1,0,0,0,0,
struggling,29,2,9,3,2,0,721,1,2,1,24,16,yes,0,1,0,0,0,0,
struggling,30,2,10,4,1,1,735,2,2,1,24,16,yes,1,1,0,0,0,0,
struggling,31,2,11,6,1,0,764,2,2,1,26,16,yes,1,1,0,0,0,1,
struggling,32,2,12,6,1,0,832,2,2,1,28,18,yes,1,1,0,0,1,2,
struggling,33,2,13,5,1,1,895,2,1,1,30,19,yes,1,1,0,0,0,1,
struggling,34,2,14,3,2,0,914,2,0,1,30,20,yes,0,1,0,0,0,0,
struggling,35,2,15,3,2,0,927,2,0,1,32,20,yes,0,1,0,0,0,1,
struggling,36,2,16,4,1,0,936,2,0,1,32,20,yes,1,1,0,0,0,1,
struggling,37,2,17,7,1,0,964,1,0,1,33,22,yes,1,1,0,0,0,2,
struggling,38,2,18,5,1,0,952,0,1,1,32,20,yes,0,1,0,0,0,1,
struggling,39,2,19,7,1,0,935,0,1,1,32,20,yes,1,1,1,0,0,2,
struggling,40,2,20,5,1,0,1029,0,2,2,34,23,yes,0,1,1,0,1,0,
struggling,41,3,1,3,2,0,1053,0,2,2,36,23,yes,0,1,0,0,0,0,
struggling,42,3,2,2,2,0,1077,0,1,2,36,23,yes,0,1,0,0,0,0,
struggling,43,3,3,3,2,0,1125,0,1,2,38,24,yes,0,1,0,0,0,1,
struggling,44,3,4,5,1,0,1161,0,1,2,40,26,yes,1,1,0,0,0,2,
struggling,45,3,5,3,2,0,1209,0,1,2,42,28,yes,0,1,0,0,0,1,
struggling,46,3,6,5,1,1,1227,0,1,2,42,28,yes,1,1,0,0,0,0,
struggling,47,3,7,4,1,0,1263,0,0,2,43,29,yes,1,1,0,0,0,2,
struggling,48,3,8,2,2,0,1291,0,0,2,44,29,yes,0,1,0,0,1,1,
struggling,49,3,9,4,1,1,1342,0,0,2,46,30,yes,1,1,0,0,0,1,
struggling,50,3,10,4,1,0,1355,1,0,2,46,30,yes,1,1,0,0,0,1,
struggling,51,3,11,2,2,0,1363,2,0,2,47,30,yes,0,1,0,0,0,1,
struggling,52,3,12,4,1,0,1374,2,0,2,47,30,yes,1,1,0,0,0,2,
struggling,53,3,13,4,1,0,1352,2,0,2,46,30,yes,1,1,0,0,0,1,
struggling,54,3,14,7,1,0,1370,2,0,2,47,30,yes,2,1,0,0,0,2,
struggling,55,3,15,4,1,0,1366,2,0,2,47,30,yes,1,1,0,0,0,2,
struggling,56,3,16,3,2,0,1454,2,1,2,50,33,yes,0,1,0,0,1,2,
struggling,57,3,17,9,1,1,1505,1,1,2,51,34,yes,2,1,0,0,0,2,HOARD
struggling,58,3,18,6,1,0,1523,0,1,2,52,34,yes,1,1,0,0,0,1,HOARD
struggling,59,3,19,4,1,0,1499,0,0,2,51,33,yes,0,1,1,0,0,1,
struggling,60,3,20,9,1,1,1475,0,0,2,50,33,yes,1,1,1,0,0,1,
struggling,61,4,1,3,2,0,1533,0,1,2,52,34,yes,0,1,0,0,0,1,HOARD
struggling,62,4,2,3,2,0,1776,1,0,3,61,40,yes,0,1,0,0,0,1,HOARD
struggling,63,4,3,5,1,0,1795,1,0,3,61,40,yes,1,1,0,0,0,2,HOARD
struggling,64,4,4,4,1,0,1817,1,3,3,62,42,yes,1,1,0,0,1,2,HOARD
struggling,65,4,5,7,1,1,1896,1,3,3,65,43,yes,2,1,0,0,0,2,HOARD
struggling,66,4,6,6,1,0,1940,1,2,3,66,44,yes,1,1,0,0,0,2,HOARD
struggling,67,4,7,4,1,0,1997,1,1,3,68,46,yes,1,1,0,0,0,1,HOARD
struggling,68,4,8,2,2,0,2061,1,0,3,71,47,yes,0,1,0,0,0,0,HOARD
struggling,69,4,9,2,2,0,2079,1,0,3,71,47,yes,0,1,0,0,0,1,HOARD
struggling,70,4,10,6,1,0,2096,1,0,3,72,47,yes,1,1,0,0,0,1,HOARD
struggling,71,4,11,4,1,1,2100,1,0,3,72,48,yes,1,1,0,0,0,1,HOARD
struggling,72,4,12,9,1,1,2164,1,2,3,75,50,yes,2,1,0,0,1,3,HOARD
struggling,73,4,13,4,1,1,2208,2,1,3,76,50,yes,1,1,0,0,0,1,HOARD
struggling,74,4,14,4,1,0,2252,2,0,3,78,51,yes,1,1,0,0,0,2,HOARD
struggling,75,4,15,5,1,1,2256,3,0,3,78,51,yes,1,1,0,0,0,1,HOARD
struggling,76,4,16,5,1,1,2238,3,0,3,76,51,yes,1,1,0,0,0,0,HOARD
struggling,77,4,17,6,1,1,2260,2,0,3,78,51,yes,1,1,0,0,0,0,HOARD
struggling,78,4,18,7,1,1,2264,1,0,3,78,51,yes,1,1,0,0,0,1,HOARD
struggling,79,4,19,7,1,0,2261,0,0,3,78,51,yes,1,1,0,0,0,1,HOARD
struggling,80,4,20,6,1,0,2280,0,2,3,79,52,yes,1,1,1,0,1,3,HOARD
struggling,81,5,1,4,1,1,2332,0,1,3,80,52,yes,1,1,0,0,0,1,HOARD
struggling,82,5,2,6,1,0,2373,0,1,3,82,54,yes,1,1,0,0,0,1,HOARD
struggling,83,5,3,5,1,1,2414,0,0,3,84,56,yes,1,1,0,0,0,0,HOARD
struggling,84,5,4,4,1,0,2466,1,0,3,85,57,yes,1,1,0,0,0,2,HOARD
struggling,85,5,5,4,1,0,2478,1,1,3,85,57,yes,1,1,0,0,0,2,HOARD
struggling,86,5,6,3,2,0,2546,1,0,3,88,58,yes,0,1,0,0,0,1,HOARD
struggling,87,5,7,7,1,2,2633,1,0,3,90,60,yes,2,1,0,1,0,1,HOARD
struggling,88,5,8,6,1,0,2854,1,2,4,99,65,yes,1,1,0,0,1,1,HOARD
struggling,89,5,9,5,1,0,2921,1,1,4,102,66,yes,1,1,0,0,0,2,HOARD
struggling,90,5,10,9,1,1,2947,1,1,4,102,68,yes,2,1,0,0,0,1,HOARD
struggling,91,5,11,6,1,0,2999,1,1,4,103,68,yes,1,1,0,0,0,2,HOARD
struggling,92,5,12,7,1,1,3025,1,0,4,104,70,yes,2,1,0,0,0,1,HOARD
struggling,93,5,13,7,1,0,3052,1,0,4,106,70,yes,2,1,0,0,0,3,HOARD
struggling,94,5,14,5,1,0,3124,1,0,4,108,72,yes,1,1,0,0,0,2,HOARD
struggling,95,5,15,7,1,0,3150,1,0,4,108,72,yes,2,1,0,0,0,2,HOARD
struggling,96,5,16,10,1,3,3216,2,0,4,112,74,yes,3,1,0,1,1,1,HOARD
struggling,97,5,17,5,1,0,3228,1,0,4,112,74,yes,0,1,0,0,0,1,HOARD
struggling,98,5,18,5,1,0,3240,0,0,4,113,75,yes,0,1,0,0,0,1,HOARD
struggling,99,5,19,6,1,1,3192,0,0,4,110,74,yes,1,1,1,0,0,1,HOARD
struggling,100,5,20,7,1,0,3118,0,0,4,107,71,yes,1,1,1,0,0,1,HOARD
struggling,101,6,1,6,1,0,3130,0,0,4,108,72,yes,1,1,0,0,0,2,HOARD
struggling,102,6,2,4,1,1,3116,0,0,4,107,71,yes,1,1,0,0,0,0,HOARD
struggling,103,6,3,6,1,1,3143,0,0,4,108,72,yes,1,1,0,0,0,1,HOARD
struggling,104,6,4,5,1,1,3209,0,0,4,112,74,yes,1,1,0,0,1,0,HOARD
struggling,105,6,5,7,1,0,3270,0,0,4,113,75,yes,2,1,0,0,0,2,HOARD
struggling,106,6,6,6,1,0,3282,0,0,4,114,75,yes,1,1,0,0,0,2,HOARD
struggling,107,6,7,7,1,0,3268,0,0,4,113,75,yes,2,1,0,0,0,2,HOARD
struggling,108,6,8,4,1,0,3269,0,0,4,113,75,yes,1,1,0,0,0,1,HOARD
struggling,109,6,9,7,1,0,3296,0,0,4,114,75,yes,2,1,0,0,0,3,HOARD
struggling,110,6,10,4,1,1,3308,0,0,4,114,76,yes,1,1,0,0,0,1,HOARD
struggling,111,6,1,3,2,0,3302,0,0,4,114,76,yes,0,1,0,0,0,0,HOARD
struggling,112,6,2,6,1,0,3328,0,1,4,116,76,yes,1,1,0,0,1,1,HOARD
struggling,113,6,3,3,2,0,3411,0,0,4,118,78,yes,0,1,0,0,0,1,HOARD
struggling,114,6,4,5,1,0,3423,0,0,4,118,79,yes,1,1,0,0,0,2,HOARD
struggling,115,6,5,8,1,0,3475,0,0,4,120,79,yes,2,1,0,0,0,3,HOARD
struggling,116,6,6,4,1,0,3687,1,0,5,128,85,yes,1,1,0,0,0,2,HOARD
struggling,117,6,7,5,1,1,3673,1,0,5,127,85,yes,1,1,0,0,0,0,HOARD
struggling,118,6,8,9,1,0,3699,1,0,5,128,85,yes,2,1,0,0,0,2,HOARD
struggling,119,6,9,6,1,1,3685,1,1,5,128,85,yes,1,1,0,0,0,0,HOARD
struggling,120,6,10,8,1,1,3711,1,3,5,128,85,yes,2,1,0,0,1,2,HOARD
struggling,121,7,1,5,1,0,3963,1,2,5,138,92,yes,1,1,0,0,0,2,HOARD
struggling,122,7,2,7,1,2,4030,1,1,5,140,93,yes,2,1,0,1,0,1,HOARD
struggling,123,7,3,5,1,0,4082,1,0,5,142,94,yes,1,1,0,0,0,2,HOARD
struggling,124,7,4,9,1,0,4134,1,1,5,144,94,yes,2,1,0,0,0,3,HOARD
struggling,125,7,5,7,1,1,4175,1,0,5,145,96,yes,2,1,0,0,0,1,HOARD
struggling,126,7,6,7,1,0,4227,1,0,5,146,98,yes,2,1,0,0,0,3,HOARD
struggling,127,7,7,5,1,0,4239,1,0,5,146,98,yes,1,1,0,0,0,2,HOARD
struggling,128,7,8,8,1,0,4331,1,1,5,150,100,yes,2,1,0,0,1,4,HOARD
struggling,129,7,9,5,1,0,4418,1,0,5,154,102,yes,1,1,0,0,0,2,HOARD
struggling,130,7,10,6,1,1,4404,1,0,5,154,102,yes,1,1,0,0,0,0,HOARD
struggling,131,7,1,7,1,0,4430,1,0,5,154,102,yes,2,1,0,0,0,2,HOARD
struggling,132,7,2,6,1,0,4416,1,0,5,154,102,yes,1,1,0,0,0,1,HOARD
struggling,133,7,3,9,1,1,4468,1,0,5,155,103,yes,2,1,0,0,0,2,HOARD
struggling,134,7,4,6,1,0,4520,1,0,5,158,104,yes,1,1,0,0,0,2,HOARD
struggling,135,7,5,7,1,1,4546,1,0,5,158,104,yes,2,1,0,0,0,1,HOARD
struggling,136,7,6,7,1,0,4633,1,0,5,160,107,yes,2,1,0,0,1,4,HOARD
struggling,137,7,7,4,1,0,4619,1,0,5,160,106,yes,1,1,0,0,0,1,HOARD
struggling,138,7,8,8,1,0,4631,2,0,5,160,107,yes,2,1,0,0,0,3,HOARD
struggling,139,7,9,7,1,0,4683,2,0,5,163,108,yes,2,1,0,0,0,3,HOARD
struggling,140,7,10,7,1,1,4704,2,0,5,163,108,yes,2,1,0,0,0,1,HOARD
struggling,141,8,1,6,1,1,4725,2,0,5,164,108,yes,1,1,0,0,0,0,HOARD
struggling,142,8,2,7,1,1,4737,2,0,5,164,108,yes,2,1,0,0,0,2,HOARD
struggling,143,8,3,7,1,0,4789,2,0,5,166,110,yes,2,1,0,0,0,3,HOARD
